,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
TILLABERY/NIGER,13361036000.000000,14.200000,1.450000,210.000000,23.824444,26.980000,31.210769,34.068889,34.440000,32.730000,30.139091,28.575455,30.060769,31.200833,28.442963,25.212000
TAHOUA/NIGER,13361043000.000000,14.900000,5.250000,391.000000,22.562963,25.848148,30.484615,33.775000,34.116667,32.391304,29.809524,28.492000,29.737037,30.816667,27.476000,23.944000
N'GUIGMI/NIGER,13361049000.000000,14.250000,13.120000,286.000000,20.684000,23.436842,28.790909,32.490909,33.720000,33.210000,31.126316,29.595238,30.568000,30.134783,25.892308,22.012500
NIAMEY-AERO/NIGER,13361052000.000000,13.480000,2.170000,227.000000,24.081739,27.299130,31.670000,34.355652,34.424000,32.086667,29.591579,28.162609,29.386957,31.178947,28.597500,25.119130
BIRNI-N'KONNI/NIGER,13361075000.000000,13.800000,5.250000,273.000000,23.234783,26.734783,31.012500,33.822727,34.042857,31.733333,29.495455,27.750000,28.788462,30.130435,27.688000,24.540000
MARADI/NIGER,13361080000.000000,13.470000,7.080000,373.000000,21.331818,24.583333,29.338462,32.695455,32.962500,31.130000,28.357143,27.150000,28.044444,29.023810,25.964000,22.492000
ZINDER/NIGER,13361090000.000000,13.780000,8.980000,453.000000,21.363636,24.245455,28.922727,32.761905,33.604167,32.025000,29.390476,27.927778,29.150000,30.085714,26.555000,22.658333
MAGARIA/NIGER,13361091000.000000,12.980000,8.930000,403.000000,20.030000,23.171429,27.968000,31.366667,32.330435,30.881250,28.111111,27.052381,28.068182,27.985000,24.210526,20.855000
MAINE-SOROA/NIGER,13361096000.000000,13.230000,11.980000,337.000000,20.695000,23.986364,28.732000,32.475000,33.056522,31.735000,28.961905,27.209524,28.495652,29.468421,25.938095,22.295000
GAYA/NIGER,13361099000.000000,11.880000,3.450000,203.000000,25.547368,29.245000,32.600000,33.930000,31.823810,29.558824,27.405556,26.594737,27.208696,29.068421,28.590000,26.510000
SAINT-LOUIS/SENEGAL,13761600000.000000,16.050000,-16.450000,4.000000,22.256667,23.253571,23.770800,23.389286,24.030769,25.994783,27.320870,27.912593,28.472963,28.077500,26.006296,23.402593
PODOR/SENEGAL,13761612000.000000,16.650000,-14.970000,7.000000,23.503571,25.977778,28.362963,30.486207,32.562500,32.633333,31.114815,30.551852,31.003571,31.400000,28.282143,24.623077
LINGUERE/SENEGAL,13761627000.000000,15.380000,-15.120000,21.000000,24.665862,26.952069,28.993077,30.794667,31.935385,31.364815,29.882222,28.892414,28.767407,30.312500,28.645185,25.542400
MATAM/SENEGAL,13761630000.000000,15.650000,-13.250000,17.000000,24.364444,27.478000,30.261600,33.257037,35.394074,34.358519,31.604000,30.050370,30.062222,31.423571,28.905714,25.554074
DAKAR/YOFF/SENEGAL,13761641000.000000,14.730000,-17.500000,24.000000,21.539630,21.092857,21.464231,21.791786,23.187778,25.931111,27.468966,27.655926,27.887143,27.916667,26.366667,23.771379
DIOURBEL/SENEGAL,13761666000.000000,14.650000,-16.230000,9.000000,24.587500,26.405833,28.014783,28.564615,29.549565,29.937200,29.052727,28.492174,28.502500,29.406957,27.990400,25.356154
KAOLACK/SENEGAL,13761679000.000000,14.130000,-16.070000,7.000000,26.046400,28.031852,29.842609,30.437778,30.756800,30.299200,29.543333,28.697391,28.820000,29.975200,28.941481,26.739167
TAMBACOUNDA/SENEGAL,13761687000.000000,13.770000,-13.680000,50.000000,26.124000,28.944444,31.343810,33.150385,33.576000,31.231250,28.560417,27.464400,27.516923,28.886667,28.113077,26.404400
ZIGUINCHOR/SENEGAL,13761695000.000000,12.550000,-16.270000,23.000000,24.262963,25.841379,26.996250,27.235556,27.887917,28.271250,27.120400,26.621923,26.780400,27.552400,26.401250,24.444583
KOLDA/SENEGAL,13761698000.000000,12.880000,-14.970000,10.000000,24.204545,27.103158,29.888421,31.518889,32.155714,30.555263,28.271053,27.344737,27.536667,28.268889,26.402941,23.622857
KEDOUGOU/SENEGAL,13761699000.000000,12.570000,-12.220000,167.000000,26.784211,29.750000,32.119048,34.059091,33.090476,29.804762,27.229412,26.631579,27.016667,28.093750,27.863636,26.357143
AGALEGA/SEYCHELLES,13861974000.000000,-10.430000,56.750000,3.000000,27.693333,27.826667,28.077586,28.106667,27.483333,26.308621,25.615517,25.532143,26.014286,26.577586,27.239655,27.715517
SEYCHELLES IN/SEYCHELLES,13863980000.000000,-4.670000,55.520000,3.000000,27.027586,27.659259,27.989286,28.255172,27.985185,26.858621,26.063333,26.114815,26.630000,27.037931,27.067857,27.096552
PIETERSBURG/SOUTH AFRICA,14168174000.000000,-23.870000,29.450000,1200.000000,21.976154,21.630000,20.456923,17.826154,14.741538,12.126000,11.760769,14.272308,17.499231,19.383846,20.368462,21.355926
PRETORIA/SOUTH AFRICA,14168262000.000000,-25.730000,28.180000,1322.000000,23.013793,22.896667,21.435714,18.800000,15.292857,12.310345,12.223077,15.358621,19.296429,20.796429,21.768966,22.338462
JAN SMUTS/SOUTH AFRICA,14168368000.000000,-26.130000,28.230000,1700.000000,20.573636,20.360000,19.059524,16.769091,13.700909,10.986190,10.944211,13.352857,16.824286,18.191429,19.113182,19.913182
UPINGTON/SOUTH AFRICA,14168424000.000000,-28.400000,21.270000,800.000000,28.023793,27.772069,25.458276,21.158276,16.647931,12.672069,12.486552,14.650333,18.506207,22.251034,24.674286,26.968276
KIMBERLEY/SOUTH AFRICA,14168438000.000000,-28.800000,24.770000,1200.000000,24.420000,23.435652,21.264444,17.462222,13.247407,9.662222,9.554815,12.430714,16.366429,19.458519,21.725926,23.506429
BLOEMFONTEIN/SOUTH AFRICA,14168442000.000000,-29.100000,26.300000,1400.000000,23.749167,23.011667,20.578333,16.724167,12.120000,8.753333,8.589565,11.354783,15.736000,18.981538,20.672000,22.756000
BETHLEHEM AIR/SOUTH AFRICA,14168461000.000000,-28.250000,28.330000,1700.000000,19.625000,19.028571,17.190476,14.040909,10.327273,7.172727,6.830000,9.627273,13.590909,15.785714,17.186364,18.761905
DE AAR/SOUTH AFRICA,14168538000.000000,-30.650000,24.020000,1200.000000,24.200000,23.528000,21.088000,16.964000,12.712500,9.437500,9.372000,11.524000,14.912000,18.283333,20.745833,22.995833
DURBAN (LOUIS/SOUTH AFRICA,14168588000.000000,-29.970000,30.950000,14.000000,24.366667,24.846429,24.010714,22.155172,19.582143,17.207143,16.974074,18.218519,19.377778,20.522222,21.980769,23.430769
CALVINIA/SOUTH AFRICA,14168618000.000000,-31.470000,19.770000,1000.000000,21.997917,22.462000,20.639583,16.878000,13.219565,10.406250,10.181250,10.680435,13.052083,16.431250,18.560417,20.681667
CAPETOWN/SOUTH AFRICA,14168816000.000000,-33.900000,18.500000,12.000000,21.037931,21.392857,19.960714,17.435714,15.160714,13.000000,12.360714,12.851852,14.274074,16.355172,18.337931,20.217857
GEORGE AIRPOR/SOUTH AFRICA,14168828000.000000,-34.000000,22.380000,193.000000,19.796296,20.340741,19.114815,17.266667,15.833333,13.781481,13.119231,13.255556,14.192593,15.644444,17.165385,18.903704
PORT ELIZABET/SOUTH AFRICA,14168842000.000000,-33.980000,25.600000,61.000000,20.864828,21.274286,19.871724,17.980000,16.097857,13.991724,13.577931,14.205517,15.108966,16.584828,18.133103,19.719310
EAST LONDON/SOUTH AFRICA,14168858000.000000,-33.030000,27.830000,125.000000,21.893333,22.266667,21.156667,19.486667,17.837931,15.948276,15.544828,16.085714,16.896552,17.813333,19.285714,20.803448
GOUGH ISLAND/SOUTH AFRICA,14168906000.000000,-40.350000,-9.880000,54.000000,13.778276,14.115667,13.757586,12.381071,10.674800,9.588214,8.981724,8.626552,8.541481,10.093571,11.243333,13.175385
MARION ISLAND/SOUTH AFRICA,14168994000.000000,-46.880000,37.870000,22.000000,7.580000,8.236786,7.611786,6.772593,5.490357,4.455556,4.360357,3.767500,3.999643,4.727037,5.876296,6.563929
PORT-AUX-FRAN/TERRITORY OF THE FRENCH SOUTHERN AND ANTARCTIC LANDS,14361998000.000000,-49.350000,70.250000,30.000000,7.872000,8.148000,7.396429,6.032143,3.917857,2.711111,2.271429,2.218519,2.689286,3.781481,5.155556,6.687500
ST. HELENA IS./BRITISH OVERSEAS TERRITORIES,14761901000.000000,-16.000000,-5.700000,627.000000,20.172000,21.244444,21.381481,20.648000,19.476923,17.875862,16.820690,16.226923,16.378571,16.675000,17.531818,18.779167
WADI HALFA/SUDAN,14862600000.000000,21.920000,31.320000,126.000000,17.358333,19.036364,23.268182,28.263636,32.104545,33.731818,34.238095,34.343478,33.013636,29.721739,23.322727,18.972727
ABU HAMED/SUDAN,14862640000.000000,19.530000,33.320000,312.000000,20.180000,22.047826,26.012000,30.650000,34.125000,35.866667,35.261905,35.562963,35.396154,32.223077,26.620833,22.296154
PORT SUDAN/SUDAN,14862641000.000000,19.580000,37.220000,2.000000,23.312000,23.068000,24.392000,27.204167,30.316000,33.004545,34.904545,35.121739,32.540909,30.119231,27.533333,25.020000
DONGOLA/SUDAN,14862650000.000000,19.170000,30.480000,226.000000,18.469200,20.176667,24.722593,29.843077,33.376087,34.750435,35.364583,35.417600,34.618750,31.035769,24.405600,20.031923
KARIMA/SUDAN,14862660000.000000,18.550000,31.850000,249.000000,20.212000,22.220833,25.939286,30.765385,33.988000,35.176000,35.262500,35.211538,35.352000,32.156000,26.218182,22.058333
ATBARA/SUDAN,14862680000.000000,17.700000,33.970000,345.000000,22.415385,23.432000,27.312000,31.546154,34.637500,35.716667,34.613043,34.253846,34.777778,32.785185,28.000000,24.115385
KHARTOUM/SUDAN,14862721000.000000,15.600000,32.550000,380.000000,23.272000,25.079167,28.507692,32.562500,34.900000,34.813636,32.652174,31.629167,32.595833,32.837500,28.545833,24.937500
KASSALA/SUDAN,14862730000.000000,15.470000,36.400000,500.000000,25.184615,26.572000,29.364286,32.696154,34.050000,32.924000,30.091304,29.484615,30.503846,31.712000,29.972083,26.965200
ED DUEIM/SUDAN,14862750000.000000,14.000000,32.330000,378.000000,23.566667,25.513636,28.259091,31.752381,33.193043,32.563158,29.872727,29.030000,29.847826,31.202273,28.375000,25.229545
WAD MEDANI/SUDAN,14862751000.000000,14.400000,33.480000,408.000000,23.407368,25.212632,28.027619,31.385000,33.052000,32.449000,29.625714,28.284545,28.746957,29.564348,27.434545,24.376190
GEDAREF/SUDAN,14862752000.000000,14.030000,35.400000,599.000000,25.595833,27.492000,30.259259,33.018000,33.036000,30.679167,27.428261,26.687500,27.718519,29.184615,29.589130,27.184615
EL FASHER/SUDAN,14862760000.000000,13.620000,25.330000,730.000000,20.766842,22.771667,26.850476,30.146316,32.262632,32.455000,30.255000,29.424000,30.189091,29.448000,24.819000,21.874762
SENNAR/SUDAN,14862762000.000000,13.550000,33.620000,418.000000,22.175909,24.091905,27.377917,30.636818,31.982273,30.773750,28.209545,27.265652,27.855769,28.630800,26.009130,23.444545
GENEINA/SUDAN,14862770000.000000,13.480000,22.450000,805.000000,23.721176,26.468235,29.303529,32.015294,32.892632,32.021176,28.764444,27.831111,29.185882,29.853333,26.670000,24.138333
EL OBEID/SUDAN,14862771000.000000,13.170000,30.230000,574.000000,21.285217,23.835833,27.194615,30.676522,31.863478,31.022400,28.180870,27.379231,28.434400,29.559200,25.933913,22.638261
KOSTI/SUDAN,14862772000.000000,13.170000,32.670000,381.000000,23.665000,25.731667,28.683077,32.244167,32.981667,31.822400,28.839091,27.971538,28.862400,30.483077,28.572174,25.338261
EN NAHUD/SUDAN,14862781000.000000,12.700000,28.430000,564.000000,21.881818,24.456522,27.771429,31.017391,32.331818,31.072727,28.781818,28.077273,28.895238,29.630435,26.695652,23.317391
ABU NA'AMA/SUDAN,14862795000.000000,12.730000,34.130000,445.000000,25.610435,27.206087,30.545600,32.636154,32.417600,29.928077,27.314348,26.424231,27.209200,28.601154,28.645200,26.696087
DAMAZINE/SUDAN,14862805000.000000,11.780000,34.380000,470.000000,26.030000,27.864000,30.885000,32.720870,31.711739,28.933750,26.722000,26.196250,26.958400,28.230455,28.312917,26.534545
KADUGLI/SUDAN,14862810000.000000,11.000000,29.720000,499.000000,27.686316,29.865556,32.943333,34.140625,33.175000,29.880556,27.858333,27.501250,27.874211,29.563500,30.393333,28.809474
MWANZA/TANZANIA,14963756000.000000,-2.470000,32.920000,1140.000000,22.663684,22.881579,23.227647,22.847000,22.870000,22.524444,21.947895,22.630000,23.122353,23.172000,22.752857,22.418667
TABORA AIRPOR/TANZANIA,14963832000.000000,-5.080000,32.830000,1190.000000,22.846667,22.958824,23.368000,22.873889,22.541111,21.613125,21.744118,23.202222,24.835333,25.797647,24.680000,22.840714
DAR ES SALAAM/TANZANIA,14963894000.000000,-6.870000,39.200000,55.000000,27.885714,27.889474,27.495455,26.414286,25.480952,24.237500,23.480952,23.642857,24.286364,25.345455,26.404762,27.215000
SONGEA/TANZANIA,14963962000.000000,-10.680000,35.580000,1067.000000,22.463478,22.535455,22.082308,20.996800,19.473846,17.493846,17.052727,18.235455,20.447200,22.450000,23.659048,22.888182
MTWARA/TANZANIA,14963971000.000000,-10.270000,40.180000,113.000000,26.550833,26.574400,26.504800,25.954615,25.085000,23.897600,23.311667,23.389231,23.763200,24.841481,26.028000,26.696190
BATHURST/YUNDUM/THE GAMBIA,15061701000.000000,13.400000,-16.700000,26.000000,24.293333,25.850000,26.807143,26.521053,26.918750,28.000000,27.664286,27.200000,27.180000,27.562500,26.517647,24.780000
MANGO/TOGO,15165352000.000000,10.370000,0.470000,146.000000,26.832273,29.708400,31.836190,31.711818,29.655789,27.640417,26.322381,26.048636,26.424783,27.770000,27.988500,26.915417
NIAMTOUGOU/TOGO,15165355000.000000,9.770000,1.100000,343.000000,25.752500,27.733750,29.193333,28.456875,27.020667,25.327333,24.227333,24.030000,24.439444,25.406875,25.777059,25.443571
KARA/TOGO,15165357000.000000,9.550000,1.170000,341.000000,26.494118,28.641176,30.016667,29.252941,27.893750,26.294444,24.883333,24.680000,24.973684,25.911765,26.327778,26.058824
SOKODE/TOGO,15165361000.000000,8.980000,1.150000,387.000000,25.857727,28.006800,28.710000,27.823810,26.626316,25.362500,24.357895,24.127273,24.521739,25.500000,25.645000,25.456522
ATAKPAME/TOGO,15165376000.000000,7.580000,1.120000,402.000000,26.831818,28.007692,27.813043,26.890909,26.080952,24.902083,23.711905,23.654348,24.206522,25.107143,26.525000,26.510417
TABLIGBO/TOGO,15165380000.000000,6.580000,1.500000,44.000000,26.870000,28.464118,28.527222,28.205000,27.300000,26.215000,25.255556,25.166667,25.754500,26.393529,27.199412,26.692143
LOME/TOGO,15165387000.000000,6.170000,1.250000,25.000000,26.994000,28.287826,28.523810,28.242857,27.554000,26.340000,25.234000,25.038571,25.682273,26.613684,27.618571,27.366087
TUNIS-CARTHAG/TUNISIA,15260715000.000000,36.830000,10.230000,4.000000,12.033333,12.357692,14.150000,16.785185,20.559259,24.692593,27.679310,28.159259,25.389286,21.819231,16.913793,13.355172
JENDOUBA/TUNISIA,15260725000.000000,36.480000,8.800000,144.000000,10.060714,10.653846,12.562963,15.377778,20.178571,24.850000,27.966667,28.411538,24.703846,20.511538,14.988889,11.268966
KAIROUAN/TUNISIA,15260735000.000000,35.670000,10.100000,68.000000,12.308571,13.198519,15.483571,18.454074,22.744286,27.294815,30.305926,30.628000,26.751111,22.547407,17.284286,13.604828
GAFSA/TUNISIA,15260745000.000000,34.420000,8.820000,314.000000,9.618519,11.081481,14.421429,18.107407,22.839286,27.462963,30.104000,30.312000,26.011538,21.370370,15.007407,10.546429
GABES/TUNISIA,15260765000.000000,33.880000,10.100000,5.000000,12.357692,13.455556,15.555556,18.403704,21.667857,24.933333,27.408333,28.641667,26.496296,23.103704,17.846429,13.562069
KINSHASA/N'DJ/ZAIRE,15464210000.000000,-4.380000,15.430000,312.000000,26.020000,26.593077,26.938462,26.664444,25.795000,23.881429,23.422857,24.221250,25.617778,25.907273,25.788000,25.606000
KASAMA/ZAMBIA,15567475000.000000,-10.220000,31.130000,1384.000000,21.574000,21.688421,21.368000,20.703636,19.421176,18.107273,17.952727,19.288000,21.240000,22.283000,22.069524,21.513684
MONGU/ZAMBIA,15567633000.000000,-15.250000,23.150000,1053.000000,24.114762,24.041364,24.138571,23.770500,21.591364,19.300455,18.834783,22.075000,25.371429,26.523810,25.604762,24.491364
KABWE/ZAMBIA,15567663000.000000,-14.450000,28.470000,1207.000000,21.851579,21.764000,21.680000,20.944000,19.762500,17.224286,17.207059,19.402632,22.378750,24.264444,24.024211,22.455238
LIVINGSTONE/ZAMBIA,15567743000.000000,-17.820000,25.820000,986.000000,25.470000,25.375652,25.304545,24.101000,20.871304,18.328421,17.740000,20.708421,24.606667,27.540000,27.678095,26.177500
HARARE (KUTSA/ZIMBABWE,15667775000.000000,-17.920000,31.130000,1480.000000,21.364762,20.674500,20.374706,18.713000,16.074211,13.742000,13.657000,15.660500,19.233333,20.714118,21.772000,21.076111
BULAWAYO/ZIMBABWE,15667964000.000000,-20.150000,28.620000,1344.000000,22.348636,21.660476,21.323500,19.521364,16.794348,14.273750,14.132083,16.619583,20.603182,21.884286,22.309091,21.983333
ILE NOUVELLE-AMSTERD/AMSTERDAM ISLAND (FRANCE),15761996000.000000,-37.800000,77.500000,28.000000,17.243750,17.546667,16.747059,15.463158,13.925000,12.452632,11.800000,11.476923,12.041176,12.433333,13.562500,15.528571
IZANA/CANARY ISLANDS (SPAIN),15960010000.000000,28.300000,-16.500000,2368.000000,4.034444,4.381000,6.287273,7.622609,9.836000,13.986667,18.371667,17.760000,14.334286,10.301304,7.328636,5.446818
TENERIFE/LOS/CANARY ISLANDS (SPAIN),15960015000.000000,28.470000,-16.320000,617.000000,13.100000,13.376190,14.463636,14.811667,16.011000,17.992500,20.150833,21.037000,20.592381,18.902000,16.453913,14.263810
SANTA CRUZ DE/CANARY ISLANDS (SPAIN),15960020000.000000,28.450000,-16.250000,36.000000,18.149643,18.255556,19.019600,19.587692,20.872308,22.926800,24.884815,25.283600,24.760357,23.383333,21.185714,19.373333
LAS PALAMAS (GANDO)/CANARY ISLANDS (SPAIN),15960030000.000000,27.900000,-15.300000,25.000000,17.996538,18.325600,19.138148,19.549259,20.562692,22.298929,23.903704,24.629231,24.471600,23.263846,21.281852,19.252692
DZAOUDZI/PAMA/MAYOTTE (FRANCE),16367005000.000000,-12.800000,45.280000,7.000000,27.812800,27.866087,27.932083,27.900769,27.216154,25.882083,24.904545,24.475000,25.006522,26.139130,27.236957,27.702381
SAINT-DENIS/G/REUNION ISLAND (FRANCE),16561980000.000000,-20.880000,55.520000,25.000000,26.501481,26.597692,26.216296,25.287143,23.717857,22.192857,21.348148,21.315385,21.855556,23.007407,24.225926,25.611538
VILLA CISNERO/WESTERN SAHARA (MOROCCO),16960096000.000000,23.700000,-15.870000,10.000000,17.717333,18.204286,18.950000,18.543846,19.265333,20.411538,20.718000,22.002857,22.288462,21.925000,20.556154,18.702857
BAHRAIN (INT./BAHRAIN,20241150000.000000,26.270000,50.650000,2.000000,16.864000,17.832000,20.784000,25.448000,30.452000,33.132000,34.508000,34.392000,32.576000,29.419231,24.323077,19.276923
HAILAR/CHINA,20550527000.000000,49.220000,119.750000,611.000000,-25.647143,-21.074483,-10.598621,2.263571,10.666897,16.997037,19.485000,17.438571,9.927857,0.381429,-12.520357,-22.138214
QIQIHAR/CHINA,20550745000.000000,47.380000,123.920000,148.000000,-18.221429,-12.796667,-3.540000,7.043333,15.210000,21.103333,23.273333,21.573333,14.883333,5.666667,-6.290000,-15.486667
ALTAY/CHINA,20551076000.000000,47.730000,88.080000,737.000000,-15.196429,-12.716667,-4.489655,7.886667,15.596667,20.113793,21.706667,20.162069,14.220000,6.286667,-4.110000,-12.610000
YINING/CHINA,20551431000.000000,43.950000,81.330000,663.000000,-7.756667,-4.553333,4.160000,12.813333,17.543333,21.536667,23.313333,22.358621,17.360000,9.720690,2.375862,-4.886667
URUMQI/CHINA,20551463000.000000,43.780000,87.620000,919.000000,-11.985714,-9.341379,-0.486207,10.282759,16.976667,21.793333,23.823333,22.646429,16.893333,8.437931,-1.506667,-9.306897
