,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
HAILAR/CHINA,20550527000.000000,49.220000,119.750000,611.000000,-19.500000,-14.157143,-2.600000,9.490476,18.173913,23.954545,26.125000,24.366667,17.509091,7.973913,-5.457143,-16.250000
QIQIHAR/CHINA,20550745000.000000,47.380000,123.920000,148.000000,-12.243810,-6.832727,2.440000,13.377391,21.126957,26.610000,27.770435,26.346667,20.596667,11.400833,-1.112727,-9.861667
TONGHE/CHINA,20550963000.000000,45.970000,128.730000,110.000000,-13.866667,-8.573333,1.000000,12.500000,20.246667,25.286667,26.993750,26.037500,20.262500,11.600000,-1.068750,-10.775000
ALTAY/CHINA,20551076000.000000,47.730000,88.080000,737.000000,-9.118182,-6.218182,1.491667,13.679167,21.895652,26.587500,28.276000,27.172000,21.516667,12.644000,1.524000,-6.862500
KARAMAY/CHINA,20551243000.000000,45.600000,84.850000,428.000000,-11.824000,-7.717333,5.062667,17.712857,25.227143,30.558667,32.752500,30.971250,24.538667,14.377500,2.421250,-8.203750
YINING/CHINA,20551431000.000000,43.950000,81.330000,663.000000,-1.030000,1.760000,11.125833,20.601667,25.380800,29.448800,31.408800,31.088696,26.359167,18.545217,9.132174,1.792500
URUMQI/CHINA,20551463000.000000,43.780000,87.620000,919.000000,-7.118182,-4.643478,4.137500,16.216667,23.188000,28.012000,29.916000,29.186364,23.420833,13.980000,3.050000,-4.434783
KUQA/CHINA,20551644000.000000,41.720000,82.950000,1100.000000,-1.446667,4.132941,13.037500,21.156250,26.185882,30.032941,31.662222,30.734444,25.923333,18.595556,8.621176,0.017647
KORLA/CHINA,20551656000.000000,41.750000,86.130000,933.000000,-1.013333,5.000000,14.033333,22.100000,27.653333,31.393333,32.975000,32.231250,27.168750,19.450000,8.875000,0.050000
KASHI/CHINA,20551709000.000000,39.470000,75.980000,1291.000000,-0.317391,4.978261,13.495833,21.162500,25.696000,29.208000,30.891667,29.886957,25.478261,19.092000,10.092000,1.295833
RUOQIANG/CHINA,20551777000.000000,39.030000,88.170000,889.000000,-0.161905,6.634783,15.975000,24.400000,30.132000,34.237500,35.983333,34.896000,29.795833,21.564000,10.768000,1.350000
HOTAN/CHINA,20551828000.000000,37.130000,79.930000,1375.000000,1.452174,6.908696,15.895833,23.300000,27.864000,31.008696,32.596000,31.787500,27.320833,20.748000,11.604000,3.313043
HAMI/CHINA,20552203000.000000,42.820000,93.520000,739.000000,-2.631818,4.143478,13.079167,21.687500,28.364000,33.024000,34.708000,33.482609,28.191304,19.452000,8.084000,-1.554167
EJIN QI/CHINA,20552267000.000000,41.950000,101.070000,941.000000,-3.680000,2.106667,10.173333,19.164286,27.180000,32.373333,34.625000,32.240000,26.275000,17.306250,6.275000,-2.468750
MAZONG SHAN/CHINA,20552323000.000000,41.800000,97.030000,1770.000000,-3.494167,-0.652500,5.951818,13.915455,20.822500,25.605833,27.997500,26.355833,20.589167,12.589167,3.589167,-1.835833
DUNHUANG/CHINA,20552418000.000000,40.150000,94.680000,1140.000000,-0.535294,4.761111,13.311765,21.258824,27.315789,31.323529,33.100000,31.994444,26.894737,19.255556,8.864706,0.582353
BAYAN MOD/CHINA,20552495000.000000,40.750000,104.500000,1329.000000,-3.393333,0.760000,8.066667,16.442857,24.066667,28.986667,31.131250,28.668750,22.993750,15.506250,5.587500,-1.956250
JIUQUAN/CHINA,20552533000.000000,39.770000,98.480000,1478.000000,-1.500000,2.786957,9.450000,17.620833,23.492000,27.570833,29.264000,28.148000,22.862500,15.733333,7.029167,-0.195652
MINQIN/CHINA,20552681000.000000,38.630000,103.080000,1367.000000,-0.741176,3.361111,10.376471,18.541176,24.766667,28.994118,30.938889,28.977778,23.663158,16.755556,8.088235,1.023529
DULAN/CHINA,20552836000.000000,36.300000,98.100000,3192.000000,-1.843478,1.281818,5.754167,11.226087,15.945833,19.108333,21.670833,21.604167,17.012500,10.513043,4.037500,-0.412500
XINING/CHINA,20552866000.000000,36.620000,101.770000,2262.000000,2.106667,4.906667,9.646667,15.435714,20.133333,22.613333,24.775000,24.325000,19.143750,14.118750,8.306250,3.237500
LANZHOU/CHINA,20552889000.000000,36.050000,103.880000,1518.000000,2.068750,6.681250,12.447059,19.225000,24.200000,27.594118,29.505556,28.505882,23.447059,17.137500,9.933333,2.968750
ERENHOT/CHINA,20553068000.000000,44.220000,111.530000,965.000000,-9.832273,-3.394545,4.957391,15.330000,22.733333,28.152174,30.633333,28.287500,22.275000,13.671429,1.534783,-6.600000
HALIUT/CHINA,20553336000.000000,41.570000,108.520000,1290.000000,-6.894118,-2.183333,5.735294,14.735294,22.294737,26.858824,28.744444,26.050000,20.950000,13.477778,2.829412,-5.111765
YINCHUAN/CHINA,20553614000.000000,38.480000,106.220000,1112.000000,-0.434783,4.265217,11.154167,19.236364,24.591304,28.600000,29.826087,27.992000,23.456522,17.416667,8.044000,0.837500
TAIYUAN/CHINA,20553772000.000000,37.780000,112.550000,779.000000,2.171429,5.930435,12.137500,20.208333,25.587500,28.964000,30.008000,27.995833,23.856522,18.139130,10.008000,3.304167
YAN AN/CHINA,20553845000.000000,36.600000,109.500000,959.000000,0.977059,4.724444,11.077059,18.959412,24.161579,27.377059,28.341765,26.507778,21.851053,16.507778,9.265294,2.335882
JARUD QI/CHINA,20554026000.000000,44.570000,120.900000,266.000000,-6.393333,-2.540000,5.520000,15.828571,23.393333,27.986667,29.220000,28.585714,23.050000,15.112500,3.431250,-4.475000
XILIN HOT/CHINA,20554102000.000000,43.950000,116.070000,991.000000,-12.394118,-7.205556,1.982353,13.082353,20.863158,26.170588,28.011111,26.255556,20.794737,12.261111,0.105882,-9.594118
CHANGCHUN/CHINA,20554161000.000000,43.900000,125.220000,238.000000,-9.943750,-4.700000,3.688235,14.317647,21.863158,26.429412,27.111111,26.605882,21.873684,13.850000,1.817647,-6.670588
CHIFENG/CHINA,20554218000.000000,42.270000,118.970000,572.000000,-4.658333,-0.908333,6.350000,15.680000,22.713636,26.950000,28.316667,27.408333,22.791667,15.322727,4.750000,-2.650000
YANJI/CHINA,20554292000.000000,42.880000,129.470000,178.000000,-6.519048,-1.595455,5.681818,15.382609,20.962500,24.433333,26.313043,27.150000,22.236364,14.869565,3.912000,-4.408696
SHENYANG/CHINA,20554342000.000000,41.770000,123.430000,43.000000,-4.839524,-0.414348,6.950870,16.698750,23.298750,27.325600,28.801600,28.381600,23.910000,16.249600,5.419130,-2.073333
BEIJING/CHINA,20554511000.000000,39.930000,116.280000,55.000000,2.056818,5.480435,12.319565,20.654167,26.750000,30.412500,31.340000,30.162500,26.150000,19.472000,10.545833,3.891667
DALIAN/CHINA,20554662000.000000,38.900000,121.630000,97.000000,-0.500000,1.761111,7.123529,14.741176,20.505556,24.370588,26.516667,27.261111,24.105263,18.133333,9.758824,2.770588
JINAN/CHINA,20554823000.000000,36.680000,116.980000,58.000000,3.788235,7.088235,13.252941,21.775000,27.121053,31.688235,31.716667,30.550000,26.868421,21.505882,13.352941,5.900000
QINGDAO/CHINA,20554857000.000000,36.070000,120.330000,77.000000,3.500000,5.923077,9.938462,15.371429,20.993333,24.280000,27.992857,28.650000,25.658333,20.323077,12.969231,6.116667
XAINZA/CHINA,20555472000.000000,30.950000,88.630000,4670.000000,-1.453333,-0.623077,2.707143,6.326667,10.664286,16.133333,16.126667,15.133333,13.118750,7.833333,2.075000,-0.500000
LHASA/CHINA,20555591000.000000,29.670000,91.130000,3650.000000,8.803077,9.702667,13.261667,16.422857,20.576667,24.032308,23.376667,22.109231,20.155385,17.578462,12.716923,8.928000
TUOTUOHE/CHINA,20556004000.000000,34.220000,92.430000,4535.000000,-5.478571,-3.914286,0.420000,4.442857,9.093333,12.540000,14.643750,14.400000,11.043750,5.020000,-0.786667,-4.473333
YUSHU/CHINA,20556029000.000000,33.020000,97.020000,3682.000000,2.922353,4.195556,8.145882,11.822353,15.397895,18.192941,20.212222,20.056667,17.329474,12.657647,6.604706,3.340000
DARLAG/CHINA,20556046000.000000,33.750000,99.650000,3968.000000,-1.946667,-0.420000,3.013333,6.764286,11.240000,13.833333,16.187500,15.906250,12.925000,7.975000,2.000000,-1.262500
RUO'ERGAI/CHINA,20556079000.000000,33.580000,102.970000,3441.000000,1.400000,2.913333,6.060000,8.642857,13.126667,15.173333,17.581250,17.550000,13.943750,9.850000,4.962500,2.318750
SOG XIAN/CHINA,20556106000.000000,31.880000,93.780000,4024.000000,1.022308,2.022308,6.107500,9.796923,13.660769,16.990000,18.985000,18.920714,16.191538,11.393333,4.844000,1.532308
QAMDO/CHINA,20556137000.000000,31.150000,97.170000,3307.000000,8.871429,10.073333,13.452941,16.372222,20.794444,23.722222,24.511111,23.888235,21.733333,17.811111,12.605263,9.594118
CHENGDU/CHINA,20556294000.000000,30.670000,104.020000,508.000000,9.685714,11.746667,15.833333,21.420000,26.252941,27.966667,29.541176,29.450000,25.586667,20.906250,16.172222,10.200000
DEQEN/CHINA,20556444000.000000,28.500000,98.900000,3488.000000,5.591538,6.006429,8.142143,10.755714,16.277143,18.898571,19.440000,19.120000,17.461429,14.047143,9.825714,7.075714
XICHANG/CHINA,20556571000.000000,27.900000,102.270000,1599.000000,16.625238,19.934348,23.538696,26.156087,27.425652,26.584167,27.518000,27.725833,24.909167,22.321667,19.170000,16.267500
TENGCHONG/CHINA,20556739000.000000,25.120000,98.480000,1649.000000,16.002381,17.644737,20.507143,22.370000,23.404545,22.893478,22.458333,23.937500,23.550000,22.150000,19.267391,16.563636
KUNMING/CHINA,20556778000.000000,25.020000,102.680000,1892.000000,15.193043,17.484545,20.313333,23.093043,23.884167,23.792500,23.580000,23.900833,22.323478,20.280000,17.276000,14.517500
SIMAO/CHINA,20556964000.000000,22.770000,100.980000,1303.000000,20.320000,22.780000,25.560000,27.595714,27.500000,26.873333,25.985000,26.460000,25.778750,24.228750,21.585000,19.128750
MENGZI/CHINA,20556985000.000000,23.380000,103.380000,1302.000000,18.179565,21.093810,24.206667,26.841304,27.415833,27.528261,26.897083,27.001250,26.053182,23.734783,20.842400,17.780417
XI'AN/CHINA,20557036000.000000,34.300000,108.930000,398.000000,5.177778,8.450000,14.326316,21.452632,26.605000,31.675000,32.150000,30.111111,25.566667,19.421053,12.547368,6.288235
ZHENGZHOU/CHINA,20557083000.000000,34.720000,113.650000,111.000000,6.072727,10.200000,15.457143,22.400000,27.633333,32.400000,31.685714,30.300000,26.771429,22.080000,15.100000,8.215385
HANZHONG/CHINA,20557127000.000000,33.070000,107.030000,509.000000,6.993750,9.461111,14.864706,21.011765,25.794737,28.205882,29.605556,29.077778,24.436842,19.011111,13.223529,7.852941
YICHANG/CHINA,20557461000.000000,30.700000,111.300000,134.000000,7.620000,9.920000,14.688889,21.325000,25.722727,28.759091,30.740909,30.507143,26.840476,21.271739,15.872727,9.923810
WUHAN/CHINA,20557494000.000000,30.620000,114.130000,23.000000,7.876471,10.050000,15.252941,21.952941,27.021053,30.162500,32.966667,32.670588,28.384211,22.855556,16.858824,10.817647
CHONGQING/CHINA,20557516000.000000,29.520000,106.480000,351.000000,10.353333,12.473333,17.560000,22.457143,27.540000,29.293333,32.987500,33.375000,28.256250,21.687500,16.837500,11.406250
ZHIJIANG/CHINA,20557745000.000000,27.450000,109.680000,273.000000,8.933333,10.776190,15.426087,21.900000,26.337500,29.312500,32.312500,32.496000,28.883333,22.795833,17.541667,11.686364
GUIYANG/CHINA,20557816000.000000,26.580000,106.720000,1074.000000,7.402941,9.825000,14.888235,19.505882,23.102632,25.012500,27.011111,27.435294,24.081579,18.855556,14.594118,9.543750
GANZHOU/CHINA,20557993000.000000,25.850000,114.950000,125.000000,12.340000,14.628571,18.021739,24.204348,28.630435,31.600000,34.604167,34.060870,30.640909,26.612500,20.920833,15.327273
XUZHOU/CHINA,20558027000.000000,34.280000,117.150000,42.000000,5.160000,7.686667,13.840000,20.885714,26.913333,30.126667,31.075000,30.662500,26.562500,21.887500,14.356250,7.556250
NANJING/CHINA,20558238000.000000,32.000000,118.800000,12.000000,6.764118,8.631111,13.999412,20.264118,25.901579,29.026250,31.831111,31.587647,27.227895,22.258889,16.011176,9.634706
SHANGHAI/CHINA,20558362000.000000,31.200000,121.400000,7.000000,8.268500,9.726500,13.727727,19.612857,25.028261,28.048261,32.452609,32.016818,27.891905,23.181250,17.580455,11.230455
NANCHANG/CHINA,20558606000.000000,28.600000,115.920000,50.000000,8.895455,11.163636,15.358333,21.795833,26.904167,29.636000,33.704000,33.183333,29.121739,24.200000,17.948000,12.030435
QU XIAN/CHINA,20558633000.000000,28.970000,118.870000,71.000000,9.358824,11.122222,15.600000,21.923529,26.894737,29.537500,34.255556,33.658824,28.847368,23.955556,18.170588,12.294118
DACHEN DAO/CHINA,20558666000.000000,28.450000,121.880000,84.000000,9.430000,9.608571,12.501429,16.593846,21.108571,24.701429,28.108000,29.108000,26.594667,22.582857,17.668571,12.184000
FUZHOU/CHINA,20558847000.000000,26.080000,119.280000,85.000000,15.335294,15.872222,18.641176,23.182353,27.247368,30.212500,34.777778,34.005882,30.510526,26.722222,22.347059,17.700000
BAISE/CHINA,20559211000.000000,23.900000,106.600000,242.000000,17.481176,20.184444,23.810588,28.596471,31.306316,32.518750,33.515556,33.420000,31.622105,28.010000,23.690588,19.608235
GUANGZHOU/CHINA,20559287000.000000,23.130000,113.320000,8.000000,17.922381,18.515455,20.970000,25.217826,28.899167,30.874348,32.448261,32.387391,30.956957,28.665833,24.309130,19.920000
SHANTOU/CHINA,20559316000.000000,23.400000,116.680000,3.000000,19.112727,19.557391,21.444167,25.290000,28.632800,30.968800,33.003333,32.790833,31.478333,28.976800,25.256800,20.878333
NANNING/CHINA,20559431000.000000,22.820000,108.350000,73.000000,16.546364,18.029565,21.133913,26.089600,29.777600,31.541600,32.274167,32.313600,31.020000,28.270000,23.713600,19.299167
HAIKOU/CHINA,20559758000.000000,20.030000,110.350000,15.000000,20.446818,22.200000,25.377917,29.070800,31.246800,32.642800,32.878800,31.758800,30.287500,28.170800,25.114800,21.554167
YAXIAN/CHINA,20559948000.000000,18.230000,109.520000,7.000000,21.927500,22.807778,24.267059,26.590588,27.955294,27.909333,27.755294,27.302500,27.285263,26.307059,24.654118,22.412941
XISHA DAO/CHINA,20559981000.000000,16.830000,112.330000,5.000000,25.900000,27.033333,28.793333,30.621429,31.333333,31.186667,31.193750,30.837500,30.756250,29.606250,28.206250,26.393750
SRINAGAR/INDIA,20742027000.000000,34.080000,74.830000,1587.000000,7.472727,10.920000,16.335714,20.409091,24.692857,28.107692,30.078571,29.730769,27.366667,23.250000,16.200000,10.258333
AMRITSAR/INDIA,20742071000.000000,31.630000,74.870000,234.000000,17.338462,21.663333,27.201429,34.616667,39.313846,38.345455,34.354667,33.614667,33.517143,31.434286,26.880000,20.453846
BIKANER/INDIA,20742165000.000000,28.000000,73.300000,224.000000,23.038462,27.136364,32.744444,38.923077,42.075000,41.075000,38.676923,37.646154,37.723077,35.280000,31.025000,25.677778
NEW DELHI//INDIA,20742182000.000000,28.580000,77.200000,216.000000,20.215385,24.691667,30.685714,36.957143,39.780000,38.136364,35.335714,33.953333,33.766667,32.530769,28.116667,22.976923
DIBRUGARH /MO/INDIA,20742314000.000000,27.480000,95.020000,111.000000,24.032000,25.507273,27.264444,28.546667,30.198000,31.672000,31.898750,32.396923,31.975556,31.107692,28.251667,25.638571
JODHPUR/INDIA,20742339000.000000,26.300000,73.020000,224.000000,25.202727,28.636364,33.993333,39.293636,41.271429,39.572727,35.813846,34.106154,36.081818,36.042500,31.886000,27.364444
GAUHATI/INDIA,20742410000.000000,26.100000,91.580000,54.000000,24.100000,27.727778,30.876923,31.326923,32.192308,32.692308,32.690625,33.334615,32.795833,31.365385,28.707692,25.614286
ALLAHABAD/BAM/INDIA,20742475000.000000,25.450000,81.730000,98.000000,22.128571,27.316667,33.007692,39.755556,41.266667,40.520000,34.550000,33.409091,32.958333,33.175000,30.860000,26.046154
CHERRAPUNJI/INDIA,20742515000.000000,25.250000,91.730000,1313.000000,17.175000,18.625000,21.500000,22.644444,23.733333,22.914286,22.436364,23.420000,24.211111,23.812500,21.466667,18.372727
SILCHAR/INDIA,20742619000.000000,24.750000,92.800000,29.000000,25.541667,28.987500,30.969231,31.725000,32.109091,31.877778,32.406250,32.670000,32.733333,31.875000,29.509091,26.776923
AHMADABAD/INDIA,20742647000.000000,23.070000,72.630000,55.000000,28.326000,31.342000,36.070000,39.917500,41.956000,39.076000,33.433333,32.550000,33.875000,35.547692,33.320909,29.573333
SAGAR/INDIA,20742671000.000000,23.850000,78.750000,551.000000,25.484615,28.158333,33.592308,38.792857,41.050000,37.185714,30.814286,29.156250,30.714286,32.484615,29.961538,26.985714
DWARKA/INDIA,20742731000.000000,22.370000,69.080000,11.000000,26.716667,27.536364,28.864286,30.450000,31.936364,32.392308,30.984615,30.013333,30.714286,32.146667,31.692857,28.623077
INDORE/INDIA,20742754000.000000,22.720000,75.800000,567.000000,26.112727,29.070000,34.110000,38.298333,39.021818,35.306667,29.363077,28.047692,29.740000,31.840000,30.262222,27.330909
CALCUTTA/ALIP/INDIA,20742807000.000000,22.530000,88.330000,6.000000,25.538462,29.260000,33.576923,35.307692,35.700000,34.136364,32.186667,32.131250,32.233333,32.100000,30.107692,26.857143
NAGPUR SONEGA/INDIA,20742867000.000000,21.100000,79.050000,310.000000,28.975000,32.158333,36.472727,40.906667,42.940000,38.040000,31.800000,30.931250,32.358333,32.986667,31.492308,29.726667
VERAVAL/INDIA,20742909000.000000,20.900000,70.370000,8.000000,29.608333,30.216667,31.881818,32.638462,33.107692,32.787500,30.907143,30.080000,31.207143,34.133333,33.523077,30.925000
AKOLA/INDIA,20742933000.000000,20.700000,77.070000,309.000000,30.957143,33.975000,37.450000,41.530000,42.430000,37.830000,32.450000,30.863636,32.455556,34.070000,33.100000,31.763636
JAGDALPUR/INDIA,20743041000.000000,19.080000,82.030000,553.000000,28.527857,31.270769,34.843333,37.085000,37.595625,33.224615,28.912667,28.435000,29.978462,30.557692,29.665385,28.232667
BOMBAY / COLA/INDIA,20743057000.000000,18.900000,72.820000,11.000000,29.838462,30.133333,31.435714,32.728571,33.700000,31.664286,29.721429,29.400000,30.154545,32.721429,33.164286,31.823077
POONA/INDIA,20743063000.000000,18.530000,73.850000,559.000000,29.814286,32.616667,35.815385,37.964286,36.842857,32.053333,28.314286,27.840000,29.450000,31.533333,30.685714,29.521429
BEGAMPET/INDIA,20743128000.000000,17.500000,78.500000,545.000000,29.345714,31.970000,35.486923,37.717143,39.022500,35.076667,31.379231,30.045714,30.625385,30.816667,29.702857,28.990000
MACHILIPATNAM/INDIA,20743185000.000000,16.200000,81.150000,3.000000,29.425000,31.227273,33.725000,35.543750,38.113333,36.850000,34.264286,33.171429,33.023077,31.871429,30.809091,29.480000
GOA/PANJIM/INDIA,20743192000.000000,15.480000,73.820000,60.000000,32.964286,33.108333,32.900000,33.860000,34.225000,31.392308,29.731250,29.773333,30.422222,32.078571,33.728571,33.476923
BELGAUM/SAMBR/INDIA,20743198000.000000,15.850000,74.620000,747.000000,30.054545,32.358333,35.163636,36.261538,34.638462,29.269231,26.640000,26.506250,28.107143,29.464286,29.392857,28.893333
MADRAS/MINAMB/INDIA,20743279000.000000,13.000000,80.180000,16.000000,29.891667,31.658333,33.828571,35.614286,38.406667,37.414286,35.793333,34.887500,34.371429,32.353333,30.338462,29.264286
BANGALORE/INDIA,20743295000.000000,12.970000,77.580000,921.000000,28.641667,30.833333,33.176923,33.900000,33.115385,30.107692,28.513333,28.093750,28.642857,28.318750,27.478571,26.913333
KOZHIKODE/INDIA,20743314000.000000,11.250000,75.780000,5.000000,33.923333,34.385455,35.048333,35.268571,34.101538,31.731667,30.586154,30.886154,31.870769,32.446667,33.465000,33.600000
PORT BLAIR/INDIA,20743333000.000000,11.670000,92.720000,79.000000,30.325000,31.216667,32.089231,32.581667,31.190769,30.224000,29.842667,29.783077,29.747273,30.461538,30.626667,30.200000
